Line,Context,English,Chinese,Actor
650,028:SC#0075,"Can't keep your eyes off me, eh?",你的視線就是離不開我，對吧？,
651,028:SC#0075,Where'd you get your manners?\255\001Stop staring at me! Really!,你到底懂不懂規矩？\255\001別再盯著我看了！真是的！,
652,028:SC#0075,Was I staring? Sorry.,我在盯著看嗎？抱歉。,
653,028:SC#0075,"Aw, forget it. Don't pay any\255\001attention to me.",喔，算了。不用\255\001理會我。,
654,028:SC#0075,I get crabby on an empty stomach.,我肚子餓的時候脾氣會很暴躁。,
655,028:SC#0075,Oh.,哦,
656,028:SC#0075,Are you gonna incinerate me now?,你現在要把我燒成灰嗎？,
657,028:SC#0075,Incinerate you?\255\001My! Aren't you the\255\001foxy one!\255\001\255\001You've come to the\255\001wrong lair if THAT's\255\001what you're after.,燒死你？\255\001哇塞！你還真是個\255\001狡猾的小傢伙！\255\001\255\001如果你想找死，\255\001那你可來錯\255\001巢穴了。,
658,028:SC#0075,"Listen, sweetie.\255\001I haven't done\255\001FIRE since my last\255\001mating season.\255\001\255\001And you don't WANT\255\001to know how long\255\001ago THAT was.",聽著，親愛的。\255\001自從我上一次的\255\001交配季節後，我就再也沒\255\001噴過火了。\255\001\255\001而你絕對不會想\255\001知道那已經是\255\001多久以前的事了。,
659,028:SC#0075,Those little tongues\255\001of flame running up\255\001and down my nostrils?\255\001Please!\255\001\255\001Too much heat for\255\001this old reptile.,那些火舌\255\001在我的鼻孔裡\255\001竄上竄下的？\255\001拜託！\255\001\255\001那對這隻老爬蟲類來說\255\001實在太熱了。,
660,028:SC#0075,You mean you can't breathe fire?,你的意思是說你不會噴火？,
661,028:SC#0075,"WON'T, honey. Doesn't fit my lifestyle.",是不想，親愛的。這不符合我的生活方式。,
662,028:SC#0075,"Just between you and me, the stuff\255\001gives me the willies.",只在你我之間說說，那些東西\255\001讓我覺得渾身發毛。,
663,028:SC#0109,Wow!,哇！,
664,028:SC#0109,"Wondering who my decorator is, right?\255\001Well, you're looking at her.",想知道我的裝潢設計師是誰，對吧？\255\001嗯，你現在就看著她呢。,
665,028:SC#0109,This pile is SAD\255\001compared to what I\255\001USED to have lying\255\001around here.\255\001\255\001I picked up a load of\255\001crystal once that was\255\001to DIE for. Honestly!,跟這附近\255\001曾經擺放的東西\255\001比起來，\255\001這堆東西實在太可悲了。\255\001\255\001我以前曾收集過一大堆\255\001簡直美死人的\255\001水晶。說真的！,
666,028:SC#0109,"Then wouldn't you know?\255\001\255\001This third-rate wizard\255\001tries to rip apart my\255\001volcano. We're talking\255\001MAJOR earthquake here.\255\001\255\001Ruined ALL my fancy\255\001glassware. I made that\255\001boy very, VERY sorry,\255\001let me tell you.",你猜後來怎麼著？\255\001\255\001那個三流巫師\255\001竟然試圖撕裂我的\255\001火山。我們這裡可是\255\001發生了超級大地震。\255\001\255\001毀了我所有精緻的\255\001玻璃器皿。我讓那個\255\001男孩感到非常、非常後悔，\255\001告訴你吧。,
667,028:SC#0109,Did manage to save one\255\001little knickknack.\255\001\255\001The loveliest glass ball.\255\001It was SO precious.\255\001\255\001So what did I do? Ha!\255\001Lost it in the caves\255\001under the mountain.\255\001Rolled away before I\255\001could grab it.,好不容易才救下一個\255\001小擺飾。\255\001\255\001那是顆最可愛的玻璃球。\255\001它是那麼地珍貴。\255\001\255\001但我又做了什麼？哈！\255\001居然把它掉在山下的\255\001洞穴裡。\255\001還沒等我抓住，\255\001它就滾走了。,
668,028:SC#0109,Never did find that puppy.\255\001C'est la vie.,再也沒找回那個小寶貝。\255\001這就是人生啊。,
669,030:OC#0506,Can't get there from here.,從這裡無法到達那裡。,
670,031:ON#0525,sphere,法球,
671,031:OC#0525,That draft won't work on the sphere.,這織法對法球不起作用。,
672,031:ON#0523,pool,水池,
673,031:OC#0523,Plenty full enough already.,已經滿到不能再滿了。,
674,031:OC#0523,That draft won't work on the pool.,該織法不適用於泳池。,
675,031:ON#0524,dry hole,乾燥洞窟,
676,031:OC#0524,Dry as a bone.,乾得不剩一滴水,
677,031:OC#0524,Already dry as a bone.,已經乾得不剩一滴水。,
678,031:OC#0524,That draft won't work on the pool.,該織法不適用於泳池。,
679,031:LS#0200,Is that MY reflection? Ugh.,那是我的倒影嗎？呃。,
680,031:SC#0082,Guess I won't be going back that way.,我想我不會再從那裡回去了。,
681,033:ON#0542,cave,洞穴,
682,033:ON#0544,steps,階梯,
683,033:OC#0544,This arrangement's a bit more usable.,這種排列方式比較實用。,
684,033:OC#0544,Repair costs must be spiraling.,維修費用肯定要飆升了。,
685,033:OC#0544,They look twisted enough already.,它們看起來已經夠扭曲的了。,
686,033:OC#0544,Doubt if I could untwist them any more.,我懷疑自己是否還能解開它們。,
687,033:OC#0544,That draft won't work on the steps.,這織法對台階不起作用。,
688,034:ON#0561,boy@@@@@,少年@@@@,
689,034:OC#0561,He's already sound asleep.,他已經熟睡了。,
690,034:OC#0561,That draft won't work on him.,這織法對他不起作用。,
691,034:ON#0586,Rusty,生鏽,
692,034:OC#0586,Torn to pieces. Ugh.,被撕成碎片了。呃。,
693,034:OC#0586,Ugh. Don't want to look like him now!,啊。現在不想看起來像他！,
694,034:OC#0586,He's not sleeping. He's dead!,他不是睡著了。他死了！,
695,034:OC#0586,He's already sleeping. Permanently.,他已經睡著了。永遠地。,
696,034:OC#0586,That draft won't work on him.,這織法對他不起作用。,
697,034:ON#0562,grave,墳墓,
698,034:OC#0562,These grave markers are made\255\001from blocks of metal.,這些墓碑是用金屬塊做成的。,
699,034:OC#0562,Already done.,已經完成了。,
700,034:OC#0562,That draft won't work on the grave.,這織法在墳墓上不起作用。,
701,034:EN#0034,Rusty,羅斯,
702,034:EN#0034,boy@@,少年,
703,034:LS#0201,Hey! You look just like me.,嘿！你看起來就像我一樣。,
704,034:LS#0201,And you look like me.,你看起來像我。,
705,034:LS#0201,"Cute trick, Weaver.",可愛的把戲，織者。,
706,034:LS#0201,Just don't forget to switch us back\255\001when you're done fooling around.,只是別忘了在玩夠之後\255\001把我們換回來。,
707,034:LS#0201,Yawn! These robes sure are soft.,哈欠！這些長袍確實很柔軟。,
708,034:LS#0201,Why'd you wake me up again?,怎麼又把我叫醒了？,
709,034:LS#0201,"Let me sleep, will you?",讓我睡覺行嗎？,
710,034:LS#0201,Would you PLEASE let me get some sleep?,拜託讓我睡一下好嗎？,
711,034:LS#0201,Pest.,害蟲,
712,034:LS#0205,Better not wander too far.,最好不要走太遠。,
713,034:LS#0207,You're NOT leaving. I mean it!,你休想離開。我是認真的！,
714,034:LS#0207,"Oh, no you don't!",喔，你想得美！,
715,034:LS#0207,You and your stick got me into this mess.,你和你的棍子讓我陷入了困境。,
716,034:LS#0207,You're not going anywhere until\255\001you help me out!,除非你幫我解決這個麻煩，\255\001否則你哪也別想去！,
717,034:LS#0209,You did it.,你做到了。,
718,034:LS#0209,You brought me back.,你把我帶回來了。,
719,034:LS#0209,"That's what you want, isn't it?",這不就是你想要的嗎？,
720,034:LS#0209,You can bring people back?,你能把人帶回來？,
721,034:LS#0209,From the DEAD?,起死回生？,
722,034:LS#0209,You were hurt. I healed you.\255\001That's all.,你受傷了。我治癒了你。\255\001就這樣。,
723,034:LS#0209,I guess I ought to ... thank you.,我想我應該……謝謝。,
724,034:LS#0209,Don't. It's all my fault anyway.,不。反正都是我的錯。,
725,034:LS#0209,"Can you come with me, Bobbin?",波賓，你能跟我一起去嗎？,
726,034:LS#0209,I've gotta find out what happened\255\001to the rest of my Guild.,我得弄清楚我的公會其他成員\255\001\255\001到底發生了什麼事。,
727,034:LS#0209,Sorry. I have to do the same thing.,抱歉。我也必須去做同樣的事。,
728,034:LS#0209,"Good luck, though. And be careful.",不過還是祝你好運。千萬小心。,
729,034:LS#0209,"You too. Good luck, my ... friend.",你也是。祝你好運，我的……朋友。,
730,034:LS#0213,So I go Outside to wait for doomsday\255\001like a good little ghost.,所以我就像個乖巧的小幽靈一樣\255\001到「外頭」去等世界末日。,
731,034:LS#0213,And what do you suppose happens then?,那你覺得接下來會發生什麼事？,
732,034:LS#0216,Zzzzzz ...,茲茲茲茲..,
733,034:LS#0218,I'm not sure I should be trying that.,我不確定我該不該嘗試那個。,
734,034:SC#0085,Who's playing music? You woke me up!,誰在彈奏音樂？你把我吵醒了！,
735,034:SC#0085,Yawn! Caught me napping.,哈欠！發現我在打瞌睡。,
736,034:SC#0085,Never saw anyone dressed like you before.,以前從沒見過像你這樣打扮的人。,
737,034:SC#0085,What's your name?,你叫什麼名字？,
738,034:SC#0085,"Bobbin Threadbare, of the Weavers.",波賓·疏織，來自織者公會。,
739,034:SC#0085,"Weavers, huh?\255\001\255\001No wonder your\255\001cloak is so nice.",織者啊？\255\001\255\001難怪你的篷這麼好看。,
740,034:SC#0085,"My real name is\255\001Wellwrought, but\255\001everyone calls me\255\001Rusty.\255\001\255\001Rusty Nailbender.",我的本名是威爾羅特，但大家都叫我\255\001羅斯。\255\001\255\001羅斯·奈爾本德。,
741,034:SC#0085,I'm supposed to be\255\001gathering firewood.\255\001\255\001But this plateau's\255\001been picked clean.,我本來該去收集木柴的。\255\001\255\001但這片高地的木柴，早就被撿得一乾二淨了。,
742,034:SC#0085,"What's your Guild, Rusty?",羅斯，你的公會是什麼？,
743,034:SC#0085,Follow me. I'll show you.,跟我來。我指給你看。,
744,034:SC#0085,That's us. The Guild of Blacksmiths.,那就是我們。鐵匠公會。,
745,034:SC#0085,Never would have guessed.,還真猜不到。,
746,034:SC#0085,Our city's been here since before\255\001the Shadows.,我們的城市早在「陰影」出現之前就存在了。,
747,034:SC#0085,We call it the Forge.,我們稱之為『熔爐』。,
748,034:SC#0085,So. What brings a Weaver to these parts?,所以。是什麼風把織者吹來這裡的？,
749,034:SC#0085,I'm looking for a flock of swans.\255\001Did you see any pass this way?,我在找一群天鵝。\255\001你有看到牠們從這經過嗎？,
750,034:SC#0085,"Sorry. No swans around here.\255\001Plenty of vultures, though.",抱歉。這附近沒天鵝。\255\001不過禿鷹倒是不少。,
751,034:SC#0085,Yawn! All this talk makes me sleepy.,哈欠！欠！所有這些談話讓我昏昏欲睡。,
752,034:SC#0085,Wake me if you find your swans.\255\001Never seen one before.,如果你找到你的天鵝叫醒我。\255\001以前從未見過。,
753,034:SC#0085,Rusty,羅斯,
754,034:SC#0088,That Weaver kid did this to me!,那個織者小子竟然這樣搞我！,
755,034:SC#0088,Now I have to wait Outside.,現在我必須在外面等待。,
756,034:SC#0088,If I ever get my hands on him ...,如果我能把手伸到他身上...,
757,034:SC#0088,Back to the Pattern! That was easy.,回到織圖裡！這還挺簡單的。,
758,034:SC#0088,Pity that someone has to die\255\001for me to return.,可惜得有人死掉\255\001我才能回來。,
759,034:SC#0088,Dragon. Sigh. Poor child.,龍啊。唉。可憐的孩子。,
760,034:SC#0088,Now where can Bobbin have gone?,現在波賓能去哪裡？,
761,034:SC#0088,Couldn't be there.,不可能在那裡的。,
762,034:SC#0088,Those Smiths are a suspicious lot.\255\001They'd never let a Weaver inside.,那些鐵匠生性多疑。\255\001他們絕不會讓織者進去的。,
763,034:SC#0088,Uh oh.,呃哦。,
764,034:SC#0088,Uh oh.,呃哦。,
765,034:SC#0088,Perhaps I ought to look into this.,也許我該去查查看。,
766,034:SC#0098,"Well, well. Look who's here.",哎呀，哎呀。看看是誰來了。,
767,034:SC#0098,Rusty?,羅斯,
768,034:SC#0098,My old pal. Bobbin Threadbare.,我的老相好。波賓·疏織。,
769,034:SC#0098,"Rusty, this is awful!",羅斯，這太糟糕了！,
770,034:SC#0098,How did it happen?,是怎麼發生的？,
771,034:SC#0098,"Well, Bobbin, old buddy,\255\001I think it went something\255\001like this.\255\001\255\001I'm lying here, minding\255\001my own business, when this\255\001strange new kid shows up\255\001and decides he wants to\255\001switch clothes with me.",是這樣，波賓，老兄，\255\001事情的經過大概是這樣的。\255\001\255\001我正躺在這裡，這時有個奇怪的新小子出現了，\255\001還決定他想要跟我互換衣服。,
772,034:SC#0098,"I figure, +Hey! So what?\255\001Have a little fun, right?\255\001We can always switch back\255\001again later./\255\001\255\001So this kid walks away\255\001looking just like me.\255\001\255\001Fine. Only one problem.",我想，『嘿！那又怎樣？\255\001找點樂子嘛，對吧？\255\001我們隨時都可以再換回來。』\255\001\255\001於是這小子就走掉了，\255\001看起來變得跟我一模一樣。\255\001\255\001很好。只有一個問題。,
773,034:SC#0098,The kid forgets to\255\001mention that he has a\255\001FORTY-FOOT DRAGON out\255\001to get him.\255\001\255\001And what happens when\255\001that very same dragon\255\001sees me lying here?\255\001\255\001Looking JUST LIKE YOU?,這小子忘了提他惹上了一條四十呎長的龍，\255\001正到處在找他。\255\001\255\001而當那條龍看到我躺在這裡，\255\001長得就跟你一樣時，\255\001會發生什麼事呢？,
774,034:SC#0098,I don't know what to say.,我不知道該說什麼。,
775,034:SC#0098,"Anyway, I end up like this. Dead.",總而言之，我落得這步田地。死了。,
776,034:SC#0098,Gulp.,咕嚕,
777,034:SC#0098,Some idiot rips the universe apart\255\001and hauls us all back Inside!,某個白痴撕裂了宇宙，\255\001把我們全都『拉回來』了！,
778,034:SC#0098,A lot of Dead Ones are really upset.,很多死者為此感到非常火大。,
779,034:SC#0098,That's understandable.,這是可以理解的。,
780,034:SC#0098,"In fact, some of them have decided\255\001to take over the world.",事實上，他們中有些人已經決定\255\001要接管這個世界。,
781,034:SC#0098,Starting with my hometown.,從我的家鄉開始。,
782,034:SC#0112,Still napping.,還在打瞌睡。,
783,034:SC#0112,Strange place to take a nap.,這午睡的地點還真奇怪。,
784,035:ON#0596,gate,門,
785,035:OC#0596,Wide open.,敞開。,
786,035:OC#0596,That draft won't work on the gate.,這織法對大門不起作用。,
787,035:ON#0589,gate,門,
788,035:OC#0589,Shut tight.,閉緊。,
789,035:OC#0589,It's already shut tight.,已經關得很緊了。,
790,035:OC#0589,That draft won't work on the gate.,這織法對大門不起作用。,
791,035:LS#0204,"Hail, young Nailbender!",哈囉，年輕的奈爾本德！,
792,035:LS#0204,Hail!,冰雹,
793,035:LS#0204,Stoke is looking for you.\255\001He sure looks mad!,史托克正在找你。\255\001他看起來氣炸了！,
794,035:LS#0204,You'd better get in there quickly!,你最好快點進去！,
795,035:LS#0204,Let me open the gate for you.,讓我為你開門吧。,
796,035:LS#0204,"Still out here, Nailbender?",還在外面晃啊，奈爾本德？,
797,035:LS#0204,Stoke's looking for you in there.,斯托克正在那裡找你。,
798,035:LS#0204,I'll open up for you again.,我再幫你開一次門吧。,
799,035:LS#0204,"Stoke's getting REAL mad, Nailbender!",史托克真的非常生氣了，奈爾本德！,
800,035:LS#0204,I'd get in there NOW if I were you.,如果我是你，我現在就會馬上進去。,
801,035:LS#0204,Who keeps closing this thing?,到底是誰一直把門關上？,
802,035:LS#0204,Sigh.,嘆。,
803,035:LS#0204,"You're asking for it, Nailbender.",這是你自找的，奈爾本德。,
804,035:LS#0204,Halt! Who goes there?,站住！來者何人？,
805,035:LS#0204,Just me. A friendly stranger.,是我啦。一位友善的陌生人。,
806,035:LS#0204,+A friendly stranger./ Haw!,『一位友善的陌生人。』哈！,
807,035:LS#0204,"This is a private Guild, my\255\001strange young friend.",這是一個私人公會，\255\001這位奇怪的年輕朋友。,
808,035:LS#0204,The gate opens for members only.,大門只對工會會員開放。,
809,035:LS#0204,Now go away and play somewhere else.,現在快走開，去別的地方玩。,
810,035:LS#0204,"Well, well.",好吧，好吧,
811,035:LS#0204,If it isn't the Friendly Stranger. Haw!,這不是那位友善的陌生人嗎。哈！,
812,035:LS#0204,Thought I told you to go play\255\001somewhere else.,我以為我叫你去別的地方玩了。,
813,035:LS#0204,This gate is CLOSED to strangers.\255\001Get the idea?,這扇門謝絕陌生人進入。\255\001懂了嗎？,
814,035:LS#0204,"Still around, eh?",還在啊？,
815,035:LS#0204,"You may be friendly, kid, but you're\255\001not too bright.",孩子，你也許很友善，\255\001但你腦筋似乎不太靈光。,
816,035:LS#0204,You are NOT going past this gate.\255\001Understand?,你休想通過這扇門。懂嗎？,
817,035:LS#0204,Members! Only!,僅限工會會員！,
818,035:LS#0204,Sigh.,嘆。,
819,035:LS#0204,I get all the kooks on my shift.,我當班時總會遇到一堆怪咖。,
820,035:LS#0211,Out.,出去,
821,035:LS#0211,I said OUT.,滾出去。,
822,035:LS#0211,O - U - T.,出 - 去,
823,035:LS#0211,Are you deaf? OUT!,你聾了嗎？滾出去！,
824,035:LS#0211,"Persistent, aren't you?",還真是不死心啊，是吧？,
825,037:OC#0601,I'd better not go back there dressed like this.,我最好別穿成這樣回去。,
826,037:ON#0604,woodbin,木箱,
827,037:OC#0604,It's empty.,它是空的。,
828,037:OC#0604,Full as it can get.,已滿到不能再滿,
829,037:OC#0604,It's already as full as it can get.,它已經滿到不能再滿了。,
830,037:OC#0604,It's already as empty as it can get.,它已經空得不能再空了。,
831,037:OC#0604,That draft won't work on the wood bin.,這織法對木箱不起作用。,
832,037:SC#0086,"Well, well, well.",哎呀呀。,
833,037:SC#0086,"If it isn't my faithful, TIRELESS\255\001apprentice, Rusty Nailbender.",這不是我那忠誠、不知疲倦的學徒\255\001\255\001羅斯·奈爾本德嗎。,
834,037:SC#0086,"Hello, er, Mr. Stoke.",你好，呃，史托克先生,
835,037:SC#0086,And look! He's brought me a stick of wood.,看看啊！他給我帶回了一根木柴。,
836,037:SC#0086,"Exactly ONE crooked old stick of firewood\255\001for my poor, starving furnace.",而且就只有『一根』彎曲的破木柴\255\001要來餵給我那可憐、飢餓的火爐。,
837,037:SC#0086,Firewood?,木柴？,
838,037:SC#0086,"You lazy idiot!\255\001\255\001I sent you out FOUR\255\001HOURS ago to gather\255\001firewood, and you\255\001DARE to come back with\255\001ONE LOUSY STICK?",你這個懶惰的白痴！\255\001\255\001我在『四個小時前』\255\001派你去收集木柴，\255\001結果你居然敢只拿『一根破木棍』回來？,
839,037:SC#0086,"If your father wasn't\255\001the Foreman, I'd toss\255\001YOU in the furnace.\255\001\255\001Lucky for you he's\255\001downstairs with the\255\001Bishop right now.",要不是你父親是領班，\255\001我早就把你丟進火爐裡了。\255\001\255\001算你走運，他現在正和主教在樓下。,
840,037:SC#0086,"If that furnace goes\255\001out, the Clerics'\255\001swords will be LATE.\255\001\255\001Perhaps you'd care\255\001to ask the Bishop for\255\001forgiveness in person?\255\001\255\001Happy to arrange it!",如果那個火爐熄滅了，\255\001神職人員的劍就會遲交。\255\001\255\001也許你會有興趣\255\001親自去向主教\255\001請求寬恕？\255\001\255\001我很樂意幫你安排！,
841,037:SC#0086,Give me that stick.,把那根木棍給我。,
842,037:SC#0086,I know what to do with you.,我知道該拿你怎麼辦。,
843,037:SC#0086,"I'll be back, Nailbender.",我會回來的，奈爾本德。,
844,037:SC#0086,And I won't be alone.,而且我不會是一個人。,
845,038:ON#0610,straw,稻草,
846,038:OC#0610,Guess my distaff still works.,看來我的織杖還有用。,
847,038:OC#0610,Had enough sleep for now.,現在睡得夠飽了。,
848,038:OC#0610,All the straw's been spun out already.,所有的稻草都已經紡出來了。,
849,038:OC#0610,All the gold's been spun out already.,所有的金幣都已經被轉出來了。,
850,038:OC#0610,That draft won't work on the pile.,這織法在這裡不起作用。,
851,038:ON#0616,door,門,
852,038:OC#0616,Wide open.,敞開。,
853,038:OC#0616,It's already wide open.,已經大開了。,
854,038:OC#0616,That draft won't work on the door.,這織法對門不起作用。,
855,038:ON#0617,door,門,
856,038:OC#0617,It's already closed.,已經關上了。,
857,038:OC#0617,That draft won't work on the door.,這織法對門不起作用。,
858,038:ON#0611,distaff,織杖,
859,038:OC#0611,Now I'm back in business!,現在我又可以大顯身手了！,
860,038:EN#0038,gold@,金子,
861,038:EN#0038,straw,稻草,
862,038:LS#0202,straw,稻草,
863,038:LS#0202,gold@,金子,
864,038:LS#0204,Closed.,關上了,
865,038:LS#0204,Locked. And me without a distaff!,鎖上了。而我竟然沒有織杖！,
866,038:SC#0087,Looks kinda comfortable.,看起來還蠻舒服的,
867,038:SC#0087,Yawn!,哈欠,
868,038:SC#0087,This straw must have a sleep draft\255\001spun into it.,這稻草堆一定被編入了沉睡織法,
869,038:SC#0087,Can't do much without my\255\001distaff anyway ...,反正沒織杖，我也做不了什麼事…,
870,038:SC#0087,Zzzzzz ...,茲茲茲..,
871,038:SC#0087,"Tsk, tsk, tsk.",嘖嘖嘖。,
872,038:SC#0087,"Imagine frightening a poor, defenseless\255\001old thing like me! Honestly!",竟然嚇唬像我這樣\255\001可憐又手無寸鐵的老傢伙！太過分了！,
873,038:SC#0087,"Well, I may not be much good\255\001with fire, sweetie.",嗯，我可能不太會用火，親愛的。,
874,038:SC#0087,"But young, firm MEAT is something\255\001I can REALLY sink my teeth into!",但…我喜歡吃…年輕、緊實的肉！,
875,038:SC#0087,Huh?,啊？,
876,038:SC#0087,My robe's not reflecting anymore.,我的長袍已經沒有偽裝效果了。,
877,038:SC#0087,Something must've happened to Rusty.,羅斯肯定出事了。,
878,038:SC#0087,Hope he's okay.,希望他沒事。,
879,038:SC#0087,Look at this.,看看這個。,
880,038:SC#0087,One stick of wood left.\255\001One!,還剩下…\255\001一根木頭！,
881,038:SC#0087,Furnace won't keep much longer.,火爐撐不了多久了…,
882,038:SC#0087,"Ten thousand swords to forge,\255\001and the furnace almost cold!",還有一萬把劍等著鍛造，火爐卻快熄滅了！,
883,038:SC#0087,Sigh.,嘆。,
884,038:SC#0087,Here goes my new office furniture.,這下我的新辦公傢俱泡湯了。,
885,038:SC#0087,The things I go through ...,我遭遇的這些事啊…,
886,038:SC#0087,What would Elder Atropos say if\255\001he saw his distaff treated so?,要是阿特羅波斯長老看到\255\001他的織杖被這樣對待，他會怎麼說？,
887,038:SC#0087,Got it! Mustn't singe the feathers.,拿到了！可不能把羽毛給燒焦了。,
888,041:ON#0633,sword,劍,
889,041:OC#0633,Thank goodness he stopped banging on it!,謝天謝地，他終於不再敲打它了！,
890,041:OC#0633,That draft won't work on the sword.,這織法對劍不起作用。,
891,041:ON#0634,sword,劍,
892,041:OC#0634,That's gonna be one nasty sword when\255\001he's done banging on it.,等他敲打完後，\255\001那將會是一把極其兇狠的劍。,
893,041:ON#0632,conversation,對話,
894,041:OC#0632,Hard to be nosy with all this noise!,這麼吵，實在很難偷聽！,
895,041:OC#0632,Good thing they have to shout\255\001to hear themselves.,好在他們必須用吼的\255\001才能聽見彼此的聲音。,
896,041:ON#0631,conversation,對話,
897,041:LS#0200,"The final blade is being sharpened\255\001even as we speak, Your Excellency.",就在我們說話的同時，最後的刀刃\255\001也正在磨礪中，閣下。,
898,041:LS#0200,My most skillful bladeshaper is\255\001seeing to it personally.,我最熟練的鑄劍師\255\001正在親自監督。,
899,041:LS#0200,"Then this is an historic moment,\255\001Foreman Nailbender.",那麼這將是個歷史性的時刻，\255\001奈爾本德領班。,
900,041:LS#0200,The forging of the ten thousandth sword\255\001marks the end of our preparations.,第一萬把劍的鍛造，\255\001標誌著我們準備工作的完成。,
901,041:LS#0200,"How goes the sharpening, Edgewise?",磨刃進度如何，艾奇懷斯？,
902,041:LS#0200,"This metal is proud, Foreman!\255\001It does not yield easily.",這塊金屬很傲骨，領班！\255\001它沒那麼容易屈服。,
903,041:LS#0200,"More sweat will soften it, I trust?",更多的汗水能軟化它吧，我相信？,
904,041:LS#0200,It shall be a blade to be reckoned with!,這將是一把不容小覷的利刃！,
905,041:LS#0200,+The Blade of Reckoning./ I like it.,『清算之刃。』我喜歡這個名字。,
906,041:LS#0200,It has a certain apocalyptic flair.,它帶著一種世界末日的氣息。,
907,041:LS#0200,I assume your bladeshaper won't\255\001keep me waiting much longer?,我猜你的鑄劍師不會\255\001讓我等太久吧？,
908,041:LS#0200,"Does the metal yield, Edgewise?",金屬屈服了嗎，艾奇懷斯？,
909,041:LS#0200,I shall pound it into submission!,我要把它敲打到屈服為止！,
910,041:LS#0200,Harder pounding may shorten your labor.\255\001Our generous client grows impatient.,更用力的敲擊或許能縮短你的工時。\255\001我們慷慨的客戶已經開始不耐煩了。,
911,041:LS#0200,Only time can shape such noble steel.\255\001But I will double my efforts!,只有時間才能塑造出如此高貴的鋼材。\255\001但我會加倍努力的！,
912,041:LS#0200,"Skulls will cleave at the mere sight of\255\001the edge he is sharpening, Bishop!",只要一看到他正在磨礪的這把利刃，\255\001頭骨都會自行裂開，主教！,
913,041:LS#0200,"You wax poetic, Foreman.",你真有詩意，領班。,
914,041:LS#0200,I have never doubted the workmanship\255\001of your merchandise.,我從未懷疑過\255\001你們商品的做工。,
915,041:LS#0200,"In fact, you Blacksmiths have caused me\255\001less trouble than any other Guild.",事實上，你們鐵匠給我帶來的麻煩\255\001比任何其他公會都少。,
916,041:LS#0200,Your loyal service will not be forgotten\255\001in the hour of judgement soon to come.,你們的忠誠服務將不會被遺忘，\255\001在即將到來的審判時刻。,
917,041:LS#0204,Foreman! What evil is this?,領班！這是什麼邪門歪道？,
918,041:LS#0204,A witch's curse has befallen the blade!,有女巫的詛咒降臨在這把劍上了！,
919,041:LS#0204,The edge has been mischievously twisted!,劍刃被惡意扭曲了！,
920,041:LS#0204,The edge has been mischievously blunted!,劍刃被惡作劇給弄鈍了！,
921,041:LS#0204,"A curse, Edgewise? I think not.",詛咒，艾奇懷斯？我看不見得。,
922,041:LS#0204,I'd hate to believe that a witch's curse\255\001could so thoroughly ruin my schedule.,我可不相信女巫的詛咒\255\001能徹底搞砸我的計畫。,
923,041:LS#0204,You don't suppose that fellow who's been\255\001spying on us has anything to do with it?,你難道不認為那個一直\255\001在偷窺我們的人與此有關嗎？,
924,041:LS#0204,Perhaps he'd care to accompany me back\255\001to my cathedral.,也許他會很樂意陪我回\255\001我的大教堂去。,
925,041:LS#0204,I may have new curses to teach him.,我也許有新的『詛咒』可以教教他。,
926,041:LS#0205,Maybe that isn't such a good idea.,也許這不是個好主意。,
927,041:LS#0210,"Still pounding, Edgewise?",還在敲啊，艾奇懷斯？,
928,041:LS#0210,Edgewise! Is that blade sharp yet?,艾奇懷斯！那把劍磨利了嗎？,
929,041:LS#0210,His Excellence awaits your pleasure!,閣下正在等著验收呢！,
930,041:LS#0210,"It is nearly finished, Foreman!",快完成了，領班！,
931,041:LS#0210,Must I wait much longer?,我還要等很久嗎？,
932,041:LS#0210,"Only time can improve this fearsome\255\001blade, O Reverent One.",只有時間才能讓這把駭人的利刃\255\001更加完美，尊貴的大人。,
933,041:LS#0210,Enough talk. Pound!,少廢話。繼續敲！,
934,041:LS#0210,Not as sharp as my skill can make it!,還沒達到我技術所能及的最鋒利程度！,
935,041:LS#0210,How will you know when it's finished?,那你怎麼知道什麼時候才算完成？,
936,041:LS#0210,"The steel will ring out its defeat,\255\001Most Exalted One.",這鋼鐵會發出屈服的清脆聲響，\255\001至高無上的大人。,
937,041:LS#0210,"Make it ring, then! Pound harder!",那就讓它響吧！敲大力點！,
938,041:LS#0210,Shall we crown the Bishop's hilt with\255\001less than the finest of blades?,我們怎能用次等刀刃\255\001來裝配主教的劍柄呢？,
939,041:LS#0210,"I appreciate your artistry, Edgewise.\255\001But can't you speed things up a bit?",我很欣賞你的工藝，艾奇懷斯。\255\001但你就不能加快一點速度嗎？,
940,041:LS#0210,"Good metal rewards patience,\255\001Inextinguishable One.",好金屬會回報你的耐心，\255\001不滅的大人。,
941,041:LS#0210,Our clients reward quick service! POUND!,我們的客戶會回報快速的服務！敲！,
942,043:ON#0641,Cob,科,
943,043:OC#0641,"Going somewhere, Weaver boy?",要去哪裡嗎，織者男孩？,
944,043:OC#0641,"Charming fellow, aren't you?",真是個討人喜歡的傢伙，是吧？,
945,043:ON#0643,cage,籠,
946,043:OC#0643,Closed. And locked.,關上了。並鎖定。,
947,043:OC#0643,It's already closed tight.,已經關得很緊了。,
948,043:OC#0643,That draft won't work on the cage.,這織法對籠子不起作用。,
949,043:ON#0642,beast,獸,
