Line,Context,English,Chinese
997,044:SC#0095,I am Choas.,
998,044:SC#0095,"You have merely opened the door, and I have passed through it.\255\003For this you shall be rewarded.",
999,044:SC#0095,Join me now -- ,
1000,044:SC#0095,-- as my SLAVE!,
1001,044:SC#0095,I see it has been much too long since my last visit...,
1002,045:ON#0582,distaff,
1003,045:OC#0582,Can't seem to hold on to this thing.,
1004,045:ON#0583,?,
1005,045:SC#0096,STOP!  AIEEEEEE!,
1006,046:ON#0608,hole,
1007,046:ON#0609,hole,
1008,046:ON#0610,hole,
1009,046:ON#0611,hole,
1010,046:OC#0611,I think I'll stay out of there ^\255\001that dragon looked rather hungry!,
1011,046:EN#0046,"Well, that didn't do a thing.",
1012,046:LS#0201,"It's already open.\255\001Maybe I should try to close it, instead.",
1013,046:LS#0202,"Let's take a look around, first.",
1014,046:LS#0204,"That's the last hole.\255\001Now, let's go find Hetchel!",
1015,046:LS#0205,That doesn't seem to be the right draft.,
1016,047:ON#0623,swan,
1017,047:OC#0623,Her eyes -- they're just like mine!,
1018,047:OC#0623,"Your drafts have no power over me, Bobbin.",
1019,047:LS#0205,"Welcome, Bobbin!  You have joined us here at last!",
1020,047:LS#0205,Where am I?,
1021,047:LS#0205,You are outside the Pattern.,
1022,047:LS#0205,"The home of the Dead, and of those Transcended.",
1023,047:LS#0205,\025The Shore of Wonder?\025,
1024,047:LS#0205,"Yes, Bobbin.  The Shore of Wonder.\255\001And you are the first to behold it with mortal eyes.",
1025,047:LS#0205,"Good work, Bobbin! You've repaired\255\001much of that Bishop's mischief.",
1026,047:LS#0205,"Now, perhaps, you can approach the Loom\255\001without Chaos spotting you first.",
1027,047:LS#0205,"Excellent, my son!\255\001Only one hole remains to be sealed!",
1028,047:LS#0205,"Well done, Bobbin! Half the holes are sealed.\255\001But hurry - much depends on you now!",
1029,047:LS#0205,All of the holes must be sealed\255\001before you dare approach the Loom.,
1030,047:LS#0207,All of the holes must be sealed\255\001before you dare approach the Loom.,
1031,047:LS#0207,"Good work, Bobbin! You've repaired\255\001much of that Bishop's mischief.",
1032,047:LS#0207,All of the holes must be sealed\255\001before you dare approach the Loom.,
1033,047:SC#0100,"Your journey has been long,",
1034,047:SC#0100,"Your journey has been long,",
1035,047:SC#0100,and you must have many questions.,
1036,047:SC#0100,"You're the swan that appeared each year\255\001on my birthday, aren't you?",
1037,047:SC#0100,"You saw me clearly, then! I was never sure.\255\001But those visits meant so much ^ my only chance to watch you grow.",
1038,047:SC#0100,"You see, the Elders forbade me to set foot\255\001on Loom Island just after you were born.",
1039,047:SC#0100,"I thought you came to visit me,\255\001but I never quite believed it.",
1040,047:SC#0100,Call it ^ a mother's curiosity.,
1041,047:SC#0100,"For indeed, Loom Child, that is who I am.",
1042,047:SC#0100,My mother is a swan?,
1043,047:SC#0100,"Indeed.  In mortal life, however, I was\255\001Lady Cygna Threadbare.",
1044,047:SC#0100,Banished by the Elders seventeen long years ago\255\001for drawing an unforseen infant out of the Loom.,
1045,047:SC#0100,"How I've longed to know you, and\255\001you to know me, my son.",
1046,047:SC#0100,Liar!,
1047,047:SC#0100,That's just not true!\255\001My mother is buried in the Weaver's Graveyard!,
1048,047:SC#0100,Dear Hetchel.,
1049,047:SC#0100,She and the Elders put that stone there\255\001so you wouldn't ask too many questions.,
1050,047:SC#0100,"Hetchel vowed to protect you forever, Bobbin.\255\001She is my dearest friend and she loves you very much.",
1051,047:SC#0100,But I fear her love has driven her\255\001to recklessness.,
1052,047:SC#0100,What do you mean? Where is she?,
1053,047:SC#0100,She flew off to Loom Island\255\001to confront the Dead Ones!,
1054,047:SC#0100,The Dead Ones are after her?,
1055,047:SC#0100,"It's not Hetchel they're after, my son.\255\001They want the Loom itself.",
1056,047:SC#0100,"If Chaos masters its secrets, the Pattern\255\001will be hers to control.",
1057,047:SC#0100,Hetchel plans to destroy the Loom ^,
1058,047:SC#0100,If Chaos doesn't consume her first.,
1059,047:SC#0100,NO! I've got to go back there - NOW!,
1060,047:SC#0100,You won't get far in that direction.\255\001The Loom lies beyond the lake.,
1061,047:SC#0100,"No, you must try a more subtle strategy.",
1062,047:SC#0100,Oh?  What do you propose?,
1063,047:SC#0100,The Dead Ones move between the holes your\255\001Bishop friend rent in the Pattern.,
1064,047:SC#0100,"If you weave the holes closed,\255\001it will be harder for them to follow you.",
1065,049:ON#0633,Goodmold,
1066,049:LS#0201,It appears I can't get there from here.,
1067,049:SC#0099,Master Goodmold!,
1068,049:SC#0099,"Ah, the Weaver boy^",
1069,049:SC#0099,At least you've escaped the terror of the Dead Ones^,
1070,049:SC#0099,It appears that Crystalgard has not been\255\001so fortunate.,
1071,049:SC#0099,"But, I don't understand:",
1072,049:SC#0099,Why did you not use the Great Scythe?,
1073,049:SC#0099,We never doubted that the Scythe\255\001could save us.,
1074,049:SC#0099,"never, no, indeed^",
1075,049:SC#0099,Even Chaos must fall under its blade.,
1076,049:SC#0099,But we could not do it.\255\001To unleash such merciless evil would show us\255\001to be no better than our enemies.,
1077,049:SC#0099,The entire world would have feared\255\001us when it was done.,
1078,049:SC#0099,And to have become so much like our enemy was\255\001unthinkable ^ just unthinkable ^,
1079,049:SC#0099,And so you didn't use it.,
1080,049:SC#0099,We knew the price.,
1081,049:SC#0099,The best we could hope for was to defend it bravely.,
1082,049:SC#0099,But we are not warriors^,
1083,049:SC#0099,You mean ^ Chaos stole the Scythe?,
1084,049:SC#0099,"We did what we could, but it was not enough.",
1085,049:SC#0099,"Remember us, my young friend.",
1086,049:SC#0099,"Tell the world we fought with courage,\255\001and chose death with clarity.",
1087,049:SC#0099,Above all else ... clarity.,
1088,051:ON#0669,feather,
1089,051:ON#0668,Dead One,
1090,051:OC#0668,I was close ^ but not close enough ^,
1091,051:SC#0102,"Leaving so soon, Weaver?\255\001I was looking forward to spending more time with you!",
1092,051:SC#0103,"It's no use, Bobbin.  That side of the Pattern\255\001is now beyond the reach of our threads.",
1093,051:SC#0104,"Bobbin! Bobbin, you did it!",
1094,051:SC#0104,The Loom is unmade!,
1095,051:SC#0104,You ignorant fools!\255\001Do you comprehend what you have done?,
1096,051:SC#0104,None of us can pass\255\001across this rift your\255\001Weaver mischief has\255\001so blindly created!,
1097,051:SC#0104,Your pious meddling\255\001has brought the end\255\001of my dream ^,
1098,051:SC#0104,"You will hear for all eternity\255\001the cries of those you have abandoned, Bobbin Threadbare.",
1099,051:SC#0104,You will always know that you have left them under my rule!,
1100,051:SC#0104,"We abandon no one!\255\001When our side of the Pattern is mended,\255\001we will return and put an end to your evil!",
1101,051:SC#0104,"Come, Loom Child.\255\001It is time for us to begin our destinies anew.",
1102,056:SC#0068,"Welcome to Crystalgard, stranger!",
1103,056:SC#0068,"I'm Master Goodmold, thirty-first in the Noble Guild of Glass Makers.",
1104,056:SC#0068,And who might you be?,
1105,056:SC#0068,My name is Bobbin --,
1106,056:SC#0068,"Bobbin Threadbare, of the, uh^",
1107,056:SC#0068,^Noble Guild of Weavers.,
1108,056:SC#0068,A Weaver?!,
1109,056:SC#0068,"Tell me, is it true that to peer beneath a Weaver's hood",
1110,056:SC#0068,"brings instant, agonizing death?!",
1111,056:SC#0068,I honestly don't know.\255\001Nobody's ever tried it with me.,
1112,056:SC#0068,You have such a wonderful view of the sky here.,
1113,056:SC#0068,Have you noticed a flock of swans\255\001flying this way?,
1114,056:SC#0068,Swans?,
1115,056:SC#0068,Swans.,
1116,056:SC#0068,You know^,
1117,056:SC#0068,^birds.,
1118,056:SC#0068,"Yes, yes, swans.",
1119,056:SC#0068,"No, haven't heard of any swan sightings --",
1120,056:SC#0068,"Look around to your heart's content, Weaver Threadbare.",
1121,056:SC#0068,"and remember: if you break it, you buy it!",
1122,056:SC#0117,Music Flag __ \255\004\014\000 __,
1123,062:ON#0740,gold@,
1124,062:OC#0740,Don't these people ever clean up\255\001after themselves?,
1125,062:OC#0740,It's gold again. What useless stuff!,
1126,062:OC#0740,Maybe I should spin this back.,
1127,062:ON#0741,straw,
1128,062:OC#0741,I've already spun all that.,
1129,062:OC#0741,Don't these people ever clean up\255\001after themselves?,
1130,062:OC#0741,Back to straw again.\255\001This gets much easier with practice!,
1131,062:ON#0742,wheel,
1132,062:ON#0743,wheel,
1133,062:EN#0062,gold@,
1134,062:EN#0062,straw,
1135,062:EN#0062,gold@,
1136,062:EN#0062,straw,
1137,062:LS#0201,straw,
1138,062:LS#0201,straw,
1139,062:LS#0202,gold@,
1140,062:LS#0202,gold@,
1141,062:LS#0203,gold@,
1142,062:LS#0203,gold@,
1143,062:LS#0204,straw,
1144,062:LS#0204,straw,
1145,062:LS#0207,I've already spun all that.,
1146,062:LS#0208,I've already spun all that.,
1147,062:LS#0209,That's not the right draft for gold.,
1148,063:ON#0752,gold,
1149,063:OC#0752,Don't these people ever clean up after themselves?,
1150,063:OC#0752,That must not be the right draft.,
1151,063:ON#0753,darkness,
1152,063:ON#0754,darkness,
1153,063:ON#0756,gold,
1154,063:LS#0201,Wonderful.  I can't see a thing.,
1155,064:LS#0200,"Destiny shall draw\255\001the Lightning down from Heaven,",
1156,064:LS#0200,"Roll its thunder Far across the Sea,",
1157,064:LS#0200,"To where I wait upon the Shore of Wonder,",
1158,064:LS#0200,On the day the Sky is Opened,
1159,064:LS#0200,And the Tree is split asunder,
1160,065:OC#0761,It appears I can't get there from here.,
1161,065:ON#0760,darkness,
1162,065:OC#0760,Wonderful.  I can't see a thing.,
1163,065:OC#0760,I guess that draft doesn't work in the dark.,
1164,066:ON#0765,myself,
1165,066:OC#0765,That draft doesn't work on me.,
1166,066:SC#0106,"Fly away while you can, young Threadbare!",
1167,066:SC#0106,And know that we will most assuredly meet again.,
1168,066:SC#0106,I am ready ^ Mother.  Let's go.,
1169,069:OC#0808,PRACTICE,
1170,069:OC#0808,PRACTICE,
1171,069:OC#0808, ,
1172,069:OC#0809,STANDARD,
1173,069:OC#0809,STANDARD,
1174,069:OC#0809, ,
1175,069:OC#0810,EXPERT,
1176,069:OC#0810,EXPERT,
1177,069:OC#0810, ,
1178,069:LS#0201,Throw,
1179,069:LS#0201,Beat,
1180,069:LS#0201,Treadle,
1181,069:LS#0201,Rest,
1182,069:LS#0202,STANDARD,
1183,069:LS#0202,PRACTICE,
1184,069:LS#0202,EXPERT,
1185,069:LS#0202,請選擇遊戲難度.,
1186,069:LS#0203,Entering demonstration mode.,
1187,086:SC#0111,Bishop Mandible! What in the world is he up to?,
1188,090:LS#0200,I trust Your Excellency is pleased\255\001with our progress?,
1189,090:LS#0201,"Four hours, most assuredly.\255\001Perhaps six, with a bit of luck.",
1190,090:LS#0202,"Every sphere is unique, Bishop.",
1191,090:LS#0202,It is impossible to accurately\255\001predict how well this sphere will perform.,
1192,090:LS#0203,That all depends ^,
1193,090:LS#0203,on how far this sphere can help me see ^,
1194,090:LS#0204,Only six hours? But I expressly requested eight.,
1195,090:LS#0205,I need at least eight hours.,
1196,090:LS#0205,"EIGHT hours, Master Crucible. See to it.",
1197,090:SC#0122,"Every sphere is unique, Bishop.",
1198,090:SC#0122,It is impossible to accurately\255\001predict how well this sphere will perform.,
1199,090:SC#0122,I need at least eight hours.,
1200,090:SC#0122,"EIGHT hours, Master Crucible. See to it.",
1201,093:ON#0900,shepherds,
1202,093:OC#0900,They never even had a chance.,
1203,093:OC#0900,"That wouldn't be very respectful, now, would it?",
1204,093:LS#0200,Fleece! What became of us?\255\001I was just walking among legions of dead!,
1205,093:LS#0200,You were saved by the mercy\255\001of yonder boy.,
1206,093:LS#0200,"We have not had the chance to thank you properly, Wizard.",
1207,093:LS#0200,"But our memories are long,\255\001and we will not forget you soon.",
1208,093:LS#0200,Hail and farewell.,
1209,093:LS#0200,"Come along, now,\255\001before the Dead Ones return to the harvest!",
1210,093:LS#0201,"You are too late, wizard.",
1211,093:LS#0201,The Dead have increased their numbers here.,
1212,093:LS#0201,Those not dead are suffering.,
1213,093:LS#0201,And my songs were again useless.,
1214,093:LS#0201,All that's left for us is to put an end to their misery.,
1215,093:LS#0201,"Come, and extend your help, if you can...",
1216,095:LS#0204,"No one obeyed any summoning of yours, foolish mortal.",
1217,095:LS#0204,I have summoned you.,
1218,095:LS#0204,I am Choas.,
