Context,"Chinese"
047:SC#0100,"我的媽媽是天鵝？"
047:SC#0100,"的確。  然而，在凡人的生命中，我\255\001西格娜夫人衣衫襤褸。"
047:SC#0100,"十七年前被長老放逐\255\001從織機中拉出一個未被預見的嬰兒。"
047:SC#0100,"我多麼渴望認識你，\255\001你要認識我，我的兒子。"
047:SC#0100,"說謊"
047:SC#0100,"那不是真的！\255\001我的母親就葬在織女墓園裡！"
047:SC#0100,"親愛的海切爾"
047:SC#0100,"她和長老們把那塊石頭放在那裡\255\001所以你不會問太多問題。"
047:SC#0100,"海切爾發誓要永遠保護你，鮑賓。\255\001她是我最親愛的朋友，她很愛你。"
047:SC#0100,"但我擔心她的愛驅使著她\255\001到魯莽。"
047:SC#0100,"你是什​​麼意思？她在哪裡？"
047:SC#0100,"她飛往盧姆島\255\001對抗死者！"
047:SC#0100,"死者在追殺她？"
047:SC#0100,"我的兒子，他們追尋的不是海切爾。\255\001他們想要織機本身。"
047:SC#0100,"如果混沌掌握了它的秘密，模式\255\001將由她掌控。"
047:SC#0100,"海切爾計劃摧毀織機 ^"
047:SC#0100,"如果混沌沒有先吞噬她的話。"
047:SC#0100,"不！ I've got to go back there - NOW"
047:SC#0100,"往那個方向你走不遠的。\255\001織機位於湖的另一邊。"
047:SC#0100,"不，你必須嘗試更微妙的策略。"
047:SC#0100,"哦？  你有什麼建議？"
047:SC#0100,"死者在你的洞之間移動\255\001主教朋友租在模式。"
047:SC#0100,"如果你把孔編織封閉，\255\001他們會更難跟隨你。"
049:ON#0633,"古德模德"
049:LS#0201,"看來我無法從這裡到達那裡。"
049:SC#0099,"古德莫德大師！"
049:SC#0099,"啊，織工男孩^"
049:SC#0099,"至少你逃離了死者的恐懼^"
049:SC#0099,"看來 Crystalgard 還沒有\255\001太幸運了。"
049:SC#0099,"但是，我不明白："
049:SC#0099,"為什麼不使用大鐮刀？"
049:SC#0099,"我們從不懷疑鐮刀\255\001可以拯救我們。"
049:SC#0099,"從來沒有，不，確實"
049:SC#0099,"就連混沌也必須倒在它的刀下。"
049:SC#0099,"但我們做不到。\255\001釋放如此無情的邪惡將向我們展示\255\001並不比我們的敵人好。"
049:SC#0099,"全世界都會害怕\255\001當它完成時我們。"
049:SC#0099,"變得如此像我們的敵人\255\001不可想像^簡直不可想像^"
049:SC#0099,"所以你沒有使用它。"
049:SC#0099,"我們知道價格。"
049:SC#0099,"我們所能期望的最好的結果就是勇敢地捍衛它。"
049:SC#0099,"但我們不是戰士^"
049:SC#0099,"你是說^混沌偷了鐮刀？"
049:SC#0099,"我們做了我們能做的，但這還不夠。"
049:SC#0099,"請記得我們，我的年輕朋友。"
049:SC#0099,"告訴世界我們勇敢地戰鬥，\255\001並清晰地選擇了死亡。"
049:SC#0099,"最重要的是…清晰度。"
051:ON#0669,"羽毛"
051:ON#0668,"死者"
051:OC#0668,"我很接近^但還不夠接近^"
051:SC#0102,"韋弗，這麼快就走了？\255\001我期待與您共度更多時光！"
051:SC#0103,"這是沒有用的，鮑賓。  織圖的那一面\255\001現在超出了我們線程的範圍。"
051:SC#0104,"線軸！博賓，你做到了！"
051:SC#0104,"織機未製作！"
051:SC#0104,"你們這些無知的傻瓜！\255\001你明白你所做的事嗎？"
051:SC#0104,"我們誰也無法通過\255\001跨越這條裂痕你的\255\001韋弗惡作劇有\255\001就這麼盲目地創造了！"
051:SC#0104,"你虔誠的干涉\255\001已經帶來了結局\255\001我的夢想^"
051:SC#0104,"你將永遠聽到\255\001那些被你拋棄的人的哭聲，梭賓‧斯萊貝爾。"
051:SC#0104,"你將永遠知道你已經把他們置於我的統治之下！"
051:SC#0104,"我們不拋棄任何人！\255\001當我們的模式被修補時，\255\001我們會回來結束你們的邪惡！"
051:SC#0104,"來吧，織機孩子。\255\001我們是時候重新開始我們的命運了。"
056:SC#0068,"歡迎來到水晶加德，陌生人！"
056:SC#0068,"我是古德莫爾德大師，貴族玻璃製造商公會第三十名。"
056:SC#0068,"你可能是誰？"
056:SC#0068,"我的名字是鮑賓——"
056:SC#0068,"線軸，呃^"
056:SC#0068,"^高貴織工公會。"
056:SC#0068,"織工？ ！"
056:SC#0068,"告訴我，窺視編織者的兜帽下面是真的嗎？"
056:SC#0068,"帶來瞬間的、痛苦的死亡？ ！"
056:SC#0068,"老實說我不知道。\255\001從來沒有人跟我一起嘗試過。"
056:SC#0068,"在這裡你可以看到如此美妙的天空景色。"
056:SC#0068,"你有沒有註意到一群天鵝\255\001往這邊飛？"
056:SC#0068,"天鵝？"
056:SC#0068,"天鵝。"
056:SC#0068,"你知道^"
056:SC#0068,"^鳥。"
056:SC#0068,"是的，是的，天鵝"
056:SC#0068,"不，還沒聽過任何天鵝目擊事件——"
056:SC#0068,"環顧四周，隨心所欲，Weaver Threadbare。"
056:SC#0068,"請記住：如果你打破了它，你就買它！"
056:SC#0117,"音樂旗幟__\255\004\014\000__"
062:ON#0740,"金子"
062:OC#0740,"難道這些人從來不打掃嗎？\255\001在他們自己之後？"
062:OC#0740,"又是金子了什麼無用的東西！"
062:OC#0740,"也許我應該把這個轉回來。"
062:ON#0741,"稻草"
062:OC#0741,"我已經把這一切都轉完了。"
062:OC#0741,"難道這些人從來不打掃嗎？\255\001在他們自己之後？"
062:OC#0741,"再次回到稻草。\255\001透過練習這會變得容易得多！"
062:ON#0742,"車輪"
062:ON#0743,"車輪"
062:EN#0062,"金子"
062:EN#0062,"稻草"
062:EN#0062,"金子"
062:EN#0062,"稻草"
062:LS#0201,"稻草"
062:LS#0201,"稻草"
062:LS#0202,"金子"
062:LS#0202,"金子"
062:LS#0203,"金子"
062:LS#0203,"金子"
062:LS#0204,"稻草"
062:LS#0204,"稻草"
062:LS#0207,"我已經把那些都整理好了。"
062:LS#0208,"我已經把那些都整理好了。"
062:LS#0209,"那可不是製作金子的織法。"
063:ON#0752,"金子"
063:OC#0752,"這些人從來都不會清理一下自己嗎？"
063:OC#0752,"那肯定不是正確的織法。"
063:ON#0753,"黑暗"
063:ON#0754,"黑暗"
063:ON#0756,"金子"
063:LS#0201,"太棒了。我什麼都看不見。"
064:LS#0200,"命運將引導閃電\255\001從天而降，"
064:LS#0200,"雷聲滾滾，橫跨大海，"
064:LS#0200,"降臨我等待的奇蹟海岸，"
064:LS#0200,"當天空敞開的那一天，"
064:LS#0200,"當巨木被劈開之時，"
065:OC#0761,"看似我無法從這裡到達那裡。"
065:ON#0760,"黑暗"
065:OC#0760,"太棒了。我什麼都看不見。"
065:OC#0760,"我猜這個草案在黑暗中不起作用。"
066:ON#0765,"我"
066:OC#0765,"那個草稿對我沒效。"
066:SC#0106,"趁還可以飛走吧，年輕的斯雷巴雷！"
066:SC#0106,"並且知道我們一定會再見面。"
066:SC#0106,"I am ready ^ Mother. 我們走吧。"
069:OC#0808,"學徒"
069:OC#0808,"學徒"
069:OC#0809,"指導者"
069:OC#0809,"指導者"
069:OC#0810,"大師"
069:OC#0810,"大師"
069:LS#0201,"丟"
069:LS#0201,"打"
069:LS#0201,"踏板"
069:LS#0201,"休息"
069:LS#0202,"指導者"
069:LS#0202,"學徒"
069:LS#0202,"大師"
069:LS#0202,"請選擇遊戲難度."
069:LS#0203,"進入演示模式。"
086:SC#0111,"下顎主教！他到底在搞什麼鬼？"
090:LS#0200,"我相信閣下會很高興\255\001隨著我們的進步？"
090:LS#0201,"肯定是四個小時。\255\001如果運氣好的話，也許有六個。"
090:LS#0202,"每個領域都是獨一無二的，主教。"
090:LS#0202,"不可能準確地\255\001預測這個球體的表現如何。"
090:LS#0203,"這一切都取決於^"
090:LS#0203,"這個球體可以幫助我看到多遠^"
090:LS#0204,"只有六個小時？ But I expressly requested eight."
090:LS#0205,"我至少需要八個小時。"
090:LS#0205,"八小時，坩堝大師。留意它。"
090:SC#0122,"每個領域都是獨一無二的，主教。"
090:SC#0122,"不可能準確地\255\001預測這個球體的表現如何。"
090:SC#0122,"我至少需要八個小時。"
090:SC#0122,"八小時，坩堝大師。留意它。"
093:ON#0900,"牧羊人"
093:OC#0900,"他們甚至連機會都沒有。"
093:OC#0900,"那不是很尊重，不是嗎？"
093:LS#0200,"羊毛！我們變成了什麼樣子？\255\001我只是行走在死亡軍團之中！"
093:LS#0200,"你因憐憫而得救\255\001那邊男孩的。"
093:LS#0200,"我們還沒有機會好好感謝你，巫師。"
093:LS#0200,"但我們的記憶很長\255\001我們不會很快忘記你。"
093:LS#0200,"冰雹和告別。"
093:LS#0200,"快來吧，現在，\255\001在死者回收穫之前！"
093:LS#0201,"你來得太晚了，巫師。"
093:LS#0201,"死者在這裡的數量增加了。"
093:LS#0201,"那些沒有死的人正在受苦。"
093:LS#0201,"我的歌又沒用了。"
093:LS#0201,"我們剩下的就是結束他們的痛苦。"
093:LS#0201,"如果可以的話，來吧，伸出你的幫助…"
095:LS#0204,"沒有人聽從你的任何召喚，愚蠢的凡人。"
095:LS#0204,"我已經召喚你了。"
095:LS#0204,"我是喬阿斯"
